symbol,start_date,end_date,digit_type,actual_frequencies,mad,entropy
SCUSDT,2024-01-01,2024-01-02-00:00,first,"[0.3012772351615327, 0.16604057099924868, 0.13598797896318557, 0.09015777610818933, 0.0781367392937641, 0.06836964688204357, 0.067618332081142, 0.03606311044327573, 0.056348610067618335]",0.0073192986031702,2.877455115036427
SCUSDT,2024-01-01,2024-01-02-00:00,second,"[0.13598797896318557, 0.11945905334335086, 0.10743801652892562, 0.09917355371900827, 0.09842223891810668, 0.10443275732531931, 0.08339594290007513, 0.08940646130728776, 0.09391435011269722, 0.06836964688204357]",0.0071954956717863,3.2990693371168347
SCUSDT,2024-01-02,2024-01-03-00:00,first,"[0.2707856598016781, 0.18306636155606407, 0.14721586575133486, 0.08771929824561403, 0.09000762776506484, 0.057208237986270026, 0.06102212051868802, 0.059496567505720827, 0.043478260869565216]",0.0114339626578219,2.907575050932597
SCUSDT,2024-01-02,2024-01-03-00:00,second,"[0.14263920671243327, 0.10678871090770405, 0.11212814645308924, 0.10068649885583524, 0.10678871090770405, 0.10068649885583524, 0.07856598016781083, 0.08771929824561403, 0.08009153318077804, 0.08390541571319603]",0.0073512714513541,3.2989182944427418
SCUSDT,2024-01-03,2024-01-04-00:00,first,"[0.27106518282988873, 0.1740858505564388, 0.14864864864864866, 0.09936406995230525, 0.07631160572337042, 0.06597774244833068, 0.06995230524642289, 0.04848966613672496, 0.046104928457869634]",0.0085492811445618,2.916176683785893
SCUSDT,2024-01-03,2024-01-04-00:00,second,"[0.1534181240063593, 0.09618441971383147, 0.1041335453100159, 0.09141494435612083, 0.09062003179650238, 0.12400635930047695, 0.09300476947535771, 0.09538950715421304, 0.06200317965023847, 0.08982511923688394]",0.0141866527942868,3.285620677301612
SCUSDT,2024-01-04,2024-01-05-00:00,first,"[0.26374391092553934, 0.15170494084899094, 0.1440501043841336, 0.10995128740431455, 0.10090466249130133, 0.07515657620041753, 0.06263048016701461, 0.04732080723729993, 0.04453723034098817]",0.0148276396388667,2.945784679203982
SCUSDT,2024-01-04,2024-01-05-00:00,second,"[0.13082811412665274, 0.09881697981906751, 0.10925539318023661, 0.09324982602644398, 0.10647181628392484, 0.10716771050800278, 0.08977035490605428, 0.07724425887265135, 0.09951287404314545, 0.08768267223382047]",0.0085729938133876,3.3080990298142336
SCUSDT,2024-01-05,2024-01-06-00:00,first,"[0.3005822416302766, 0.18922852983988356, 0.11863173216885008, 0.09970887918486172, 0.07059679767103348, 0.06404657933042213, 0.05967976710334789, 0.05021834061135371, 0.04730713245997089]",0.0042607997746587,2.863801830328765
SCUSDT,2024-01-05,2024-01-06-00:00,second,"[0.10553129548762737, 0.12663755458515283, 0.11572052401746726, 0.09315866084425037, 0.0982532751091703, 0.1098981077147016, 0.09461426491994178, 0.08951965065502183, 0.09461426491994178, 0.07205240174672489]",0.008230217715984,3.306751573831192
SCUSDT,2024-01-06,2024-01-07-00:00,first,"[0.3029535864978903, 0.17130801687763714, 0.1189873417721519, 0.07932489451476793, 0.0810126582278481, 0.06413502109704641, 0.07848101265822785, 0.0540084388185654, 0.049789029535864976]",0.006918116453566,2.8923401568545386
SCUSDT,2024-01-06,2024-01-07-00:00,second,"[0.13248945147679325, 0.11814345991561181, 0.09451476793248945, 0.10464135021097046, 0.10042194092827005, 0.11054852320675106, 0.09451476793248945, 0.08185654008438818, 0.07257383966244725, 0.09029535864978903]",0.0075596788349296,3.30217182129308
SCUSDT,2024-01-07,2024-01-08-00:00,first,"[0.31862745098039214, 0.18207282913165265, 0.12044817927170869, 0.09173669467787114, 0.0700280112044818, 0.062324929971988796, 0.06442577030812324, 0.047619047619047616, 0.042717086834733894]",0.0066695219384041,2.8336657878744727
